ActiveUsers,PRBUtilization,Latency,PacketLoss,State
198.0,100.0,50.4,8.7,Congestionada
114.0,69.9,18.4,0.0,Normal
7.0,7.3,10.5,0.0,Livre
124.0,73.7,23.9,0.9,Normal
121.0,61.4,9.9,0.0,Normal
151.0,90.8,44.4,9.4,Congestionada
63.0,33.5,6.6,0.0,Livre
184.0,100.0,54.4,10.7,Congestionada
100.0,52.7,15.0,0.0,Normal
24.0,19.3,11.1,0.0,Livre
43.0,14.9,7.7,0.0,Livre
170.0,92.5,40.8,9.1,Congestionada
128.0,62.8,15.6,0.0,Normal
42.0,19.3,8.3,0.0,Livre
192.0,100.0,45.1,12.0,Congestionada
6.0,12.9,3.4,0.0,Livre
44.0,27.3,6.4,0.0,Livre
153.0,81.8,33.6,4.3,Congestionada
119.0,63.3,14.8,0.0,Normal
25.0,18.4,1.0,0.0,Livre
58.0,31.6,12.1,0.0,Livre
7.0,18.2,10.3,0.0,Livre
148.0,78.2,29.4,0.0,Normal
12.0,12.3,10.7,0.0,Livre
146.0,81.6,33.9,6.4,Congestionada
185.0,100.0,56.5,9.4,Congestionada
190.0,100.0,47.9,11.3,Congestionada
168.0,86.3,31.9,6.0,Congestionada
156.0,92.0,40.6,8.1,Congestionada
